,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC16596772,AC16596772,9958934411903338,http://data.onb.ac.at/ABO/%2BZ18116760X,Z18116760X,"Madden, Richard Robert ; http://d-nb.info/gnd/129538264","Travels In Turkey, Egypt, Nubia And Palestine In 1824, 1825, 1826 And 1827",,"Travels In Turkey, Egypt, Nubia And Palestine In 1824, 1825, 1826 And 1827 $ In Two Volumes $ By R.R. Madden, Esq. M. R. C. S.",Vol. I.,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,Henry Colburn,,"Whittingham, C.",1829,1829,"xvi Seiten, 401 Seiten, 1 ungezählte Seite",1 Illustration,1,,8°,"Die Illustrationen sind: 1 farbige Illustration-Portrait von Autor in syrischer Tracht, von H. Salt Esq.re gezeichnet und von J. Clark graviert. Die Illustration ist von H. Colburn London 1829 veröffentlicht","Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 178","Auf den Seiten v-vi Widmung vom Autor an M. Montefiore, Esq., am 23. Mai 1829 datiert.",Aus Schmutztitel der alternative Titel,eng,,,,,,,,,"Salt, H. $ Clark, J.",,"Montefiore, M.",Reisebericht,,,Orient ; Reise,TravelogueE19 Asien Afrika $ TravelogueE19 Orient,,45.J.15.(Vol.1) PRUNK,ZALT,
AC16596781,AC16596781,9958934411803338,http://data.onb.ac.at/ABO/%2BZ181167702,Z181167702,"Madden, Richard Robert ; http://d-nb.info/gnd/129538264","Travels In Turkey, Egypt, Nubia And Palestine In 1824, 1825, 1826 And 1827",,"Travels In Turkey, Egypt, Nubia And Palestine In 1824, 1825, 1826 And 1827 $ In Two Volumes $ By R.R. Madden, Esq. M. R. C. S.",Vol. II.,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,Henry Colburn,,"Whittingham, C.",1829,1829,"viii Seiten, 398 Seiten",,,,8°,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 178",,,,eng,,,,,,,,,,,,Reisebericht,,,Orient ; Reise,TravelogueE19 Asien Afrika $ TravelogueE19 Orient,,45.J.15.(Vol.2) PRUNK,ZALT,
AC09631297,AC09631297,990038780150603338,http://data.onb.ac.at/ABO/%2BZ137224501,Z137224501,"Clarke, Edward Daniel ; http://d-nb.info/gnd/117689343","Travels in various countries of Europe, Asia and Africa",,Travels In Various Countries Of Europa Asia And Africa $ By Edward Daniel Clarke LL. D.,Part The Second ; Greece Egypt And The Holy Land ; Section The First,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,Printed For T. Cadell And W. Davies Strand $ BY R. Watts,Cadell and Davies ; http://d-nb.info/gnd/803438-2,"Watts, Richard ; http://d-nb.info/gnd/1037535030",1813,1813,"2 ungezählte Seiten, xix Seiten, 13 ungezählte Seiten, 720 Seiten, 33 teilweise gefaltete ungezählte Blätter",,,,,"Die Illustrationen sind 28 ganzseitige Illustrationen (teilweise gestochen von Letitia Byrns), 2 ganzseitige Diagramme, 3 ganzseitige Karten, 22 Illustrationen und illustrierende Vignetten im Text. - Fußnoten","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0231",Ungezählte Seite 3: Advertisment To The Second Edition. - Seite i-xix: Preface To The First Section,,eng,,,,,,,,,"Byrns, Letitia",,,Reisebericht,,,Forschungsreise ; Griechenland ; Ägypten ; Palästina ; Naher Osten ; Geschichte 1801- ; Osmanisches Reich,TravelogueE19 Afrika Europa Asien $ TravelogueE19 Orient,,"2.F.14.(Vol.2,1) PRUNK",ZALT,
AC15620743,AC15620743,9958605480303338,http://data.onb.ac.at/ABO/%2BZ137224604,Z137224604,"Clarke, Edward Daniel ; http://d-nb.info/gnd/117689343","Travels in various countries of Europe, Asia and Africa",,Travels In Various Countries Of Europa Asia And Africa $ By Edward Daniel Clarke LL. D.,Part The Second ; Greece Egypt And The Holy Land ; Section The Second,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,Printed For T. Cadell And W. Davies Strand $ By R. Watts,Cadell and Davies ; http://d-nb.info/gnd/803438-2,"Watts, Richard ; http://d-nb.info/gnd/1037535030",1814,1814,"2 ungezählte Seiten, xv Seiten, 13 ungezählte Seiten, 20 Seiten, 822 Seiten, 28 teilweise gefaltete ungezählte Blätter","Illustrationen, Karten, Schriftbeispiele",,,,"Die Illustrationen sind 27 ganzseitige Illustrationen und Pläne (teilweise gestochen von Letitia Byrns), 1 Karte (General Outline Of The Author's Route, printed by Neele), 19 Illustrationen und illustrierende Vignetten im Text, 2 Schriftbeispiele. - Fußnoten ; Gedruckte Marginalien","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0231",Seite i-xv: Preface To The Second Section,,eng,,,,,,,,,"Byrns, Letitia",,,Reisebericht,,,Forschungsreise ; Griechenland ; Ägypten ; Palästina ; Naher Osten ; Geschichte 1801- ; Osmanisches Reich,TravelogueE19 Afrika Europa Asien $ TravelogueE19 Orient,,"2.F.14.(Vol.2,2) PRUNK",ZALT,
AC15620744,AC15620744,9958605480203338,http://data.onb.ac.at/ABO/%2BZ137224902,Z137224902,"Clarke, Edward Daniel ; http://d-nb.info/gnd/117689343","Travels in various countries of Europe, Asia and Africa",,Travels In Various Countries Of Europa Asia And Africa $ By Edward Daniel Clarke LL. D.,Part The Second ; Greece Egypt And The Holy Land ; Section The Third. To Which Is Added A Supplement Respecting The Author's Journey From Constantinople To Vienna Containing His Account Of The Gold Mines Of Transylvania And Hungary,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,Printed For T. Cadell And W. Davies Strand $ By R. Watts,Cadell and Davies ; http://d-nb.info/gnd/803438-2,"Watts, Richard ; http://d-nb.info/gnd/1037535030",1816,1816,"2 ungezählte Seiten, xx Seiten, 14 ungezählte Seiten, 735 Seiten, 1 ungezählte Seite, 28 ungezählte teilweise gefaltete Blätter","Illustrationen, Karten",,,,"Die Illustrationen sind 24 ganzseitige Illustrationen und Pläne (teilweise gestochen von Letitia Byrns), 4 Karten, 30 Illustrationen und illustrierende Vignetten im Text. - Fußnoten ; Gedruckte Marginalien","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0231 ; Weber, Voyges and Travels (1952), 018",Seite i-xx: Preface To The Third Section,,eng,,,,,,,,,"Byrns, Letitia",,,Reisebericht,,,Forschungsreise ; Griechenland ; Osteuropa ; Siebenbürgen ; Konstantinopel ; Wien ; Geschichte 1801- ; Osmanisches Reich,TravelogueE19 Europa Asien $ TravelogueE19 Orient,,"2.F.14.(Vol.2,3) PRUNK",ZALT,
AC09631296,AC09631296,990038780140603338,http://data.onb.ac.at/ABO/%2BZ137224409,Z137224409,"Clarke, Edward Daniel ; http://d-nb.info/gnd/117689343","Travels in various countries of Europe, Asia and Africa",,Travels In Various Countries Of Europe Asia And Africa $ By Edward Daniel Clarke LL. D.,Part The First ; Russia Tartary And Turkey,Third Edition,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,Printed For T. Cadell And W. Davies Strand $ By R. Watts,"Cadell and Davies ; http://d-nb.info/gnd/803438-2 $ Cadell, Thomas ; http://d-nb.info/gnd/139365524 $ Davies, William ; http://d-nb.info/gnd/139365591","Watts, Richard ; http://d-nb.info/gnd/1037535030",1813,1813,"4 ungezählte Seiten, xvii Seiten, 15 ungezählte Seiten, 800 Seiten, 48 teilweise gefaltete Blätter",,,,,"Die Illustrationen sind 1 Porträt als Frontispiz, 41 ganzseitige Illustrationen (teilweise gestochen und signiert von Joseph Skelton), 7 ganzseitige Karten, 31 Illustrationen und illustrierende Vignetten im Text. - Tabellen, Fußnoten","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0231",Ungezählte Seite 3: Advertisment To The Third Edition. - Seite i-vii: Advertisment To The Second Edition. - Seite ix-xvii: Preface. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Printed For T. Cadell And W. Davies Strand London By R. Watts Broxbourn Herts.  MDCCCXIII.,,eng,,,,,,,,,"Skelton, Joseph ; http://d-nb.info/gnd/100622526",,,Reisebericht,,,Forschungsreise ; Osteuropa ; Russland ; Krim ; Schwarzmeer-Gebiet ; Konstantinopel ; Geschichte 1800-,,,2.F.14.(Vol.1) PRUNK,ZALT,
AC15746699,AC15746699,9958717478803338,http://data.onb.ac.at/ABO/%2BZ119584600,Z119584600,"Walpole, Robert ; http://d-nb.info/gnd/133560155",,,"Travels In Various Countries Of The East $ Being A Continuation Of Memoirs Relating To European And Asiatic Turkey, &c. $ Edited By The Rev. Robert Walpole, M. A.",,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,"Printed for Longman, Hurst, Rees, Orme, And Brown $ Printed by A. and R. Spottiswoode","Longman, Hurst, Rees & Orme ; http://d-nb.info/gnd/10165470-4",A. and R. Spottiswoode,1820,1820,"xxi Seiten, 3 ungezählte Seiten, 603 Seiten, 8 Seiten, 11 ungezählte Blätter Bildtafeln, 1 ungezähltes Doppelblatt Bildtafel, 1 ungezähltes gefaltetes Blatt","13 Illustrationen, 2 Karten, 1 Schriftbeispiel",13,2,4°,"Die Illustrationen sind 1 Kupferstich-Karte (""Asia Minor"", gestochen von S. Y. & Hall) als Frontispiz, 1 Kupferstich-Karte (""Part of Syria"", gestochen von S. Y. Hall), 10 Illustrationen (teilweise gestochen von S. Y. Hall, teilweise von Lewis), 1 Kupferstich-Plan, 1 Plan im Text, 1 Schriftbeispiel im Text, 1 Illustration im Text","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 1179 ; Weber , Voyages and Travels (1952), 097",Seite [iii]-xiv: Preface,,eng,,,,,,,,,"Hall, Sidney ; http://d-nb.info/gnd/103754067",,,Erlebnisbericht $ Reisebericht,, : Memoirs Relating To European And Asiatic Turkey,Reise ; Geschichte 1803-1808 ; Türkei ; Griechenland ; Osmanisches Reich,TravelogueE19 Europa Asien $ TravelogueE19 Orient,,4.E.13.(Vol.2) PRUNK,ZALT,
AC11576311,AC11576311,990044953670603338,http://data.onb.ac.at/ABO/%2BZ183929903,Z183929903,"Ouseley, William ; http://d-nb.info/gnd/133646238","Travels in various countries of the East; more particularly Persia ; A work wherein the Author has described, as far as his own Observations extended, the State of those Countries in 1810, 1811, and 1812; and has endeavoured to illustrate many subjects of Antiquarian Research, History, Geography, Philology and Miscellanious Literature, with extracts from rare and valuable Oriental Manuscripts",,"Travels in various countries of the East; more particularly Persia ; A work wherein the Author has described, as far as his own Observations extended, the State of those Countries in 1810, 1811, and 1812; and has endeavoured to illustrate many subjects of Antiquarian Research, History, Geography, Philology and Miscellanious Literature, with extracts from rare and valuable Oriental Manuscripts",1,,London,,,Rodwell,,,1819,1819,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 080",,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Mittlerer Osten ; Forschungsreise ; Iran,,,180788-C.1 MAG,ZALT,
AC11576318,AC11576318,990044953690603338,http://data.onb.ac.at/ABO/%2BZ183930103,Z183930103,"Ouseley, William ; http://d-nb.info/gnd/133646238","Travels in various countries of the East; more particularly Persia ; A work wherein the Author has described, as far as his own Observations extended, the State of those Countries in 1810, 1811, and 1812; and has endeavoured to illustrate many subjects of Antiquarian Research, History, Geography, Philology and Miscellanious Literature, with extracts from rare and valuable Oriental Manuscripts",,"Travels in various countries of the East; more particularly Persia ; A work wherein the Author has described, as far as his own Observations extended, the State of those Countries in 1810, 1811, and 1812; and has endeavoured to illustrate many subjects of Antiquarian Research, History, Geography, Philology and Miscellanious Literature, with extracts from rare and valuable Oriental Manuscripts",3,,London,,,Rodwell,,,1823,1823,,,,,,,,,,eng,,,,,,,,,,,,,,,Forschungsreise ; Mittlerer Osten ; Forschungsreise ; Iran,TravelogueE19 Orient,,180788-C.3 MAG,ZALT,
AC11570262,AC11570262,990044917350603338,http://data.onb.ac.at/ABO/%2BZ183919508,Z183919508,"Badia y Leblich, Domingo ; http://d-nb.info/gnd/121191354","Travels of Ali Bey in Marocco, Tripoli, Cyprus, Egypt, Arabia, Syria and Turkey, between the years 1803 and 1807",,"Travels of Ali Bey in Marocco, Tripoli, Cyprus, Egypt, Arabia, Syria and Turkey, between the years 1803 and 1807",1,,London,,,Longman,,,1816,1816,,,,,,,,,,eng,,,,,,,,,,,,,,,Afrika ; Norden ; Reise ; Naher Osten ; Reise,TravelogueE19 Europa Asien $ TravelogueE19 Orient,,180325-C.1 MAG,ZALT,
AC11570263,AC11570263,990044917360603338,http://data.onb.ac.at/ABO/%2BZ183919600,Z183919600,"Badia y Leblich, Domingo ; http://d-nb.info/gnd/121191354","Travels of Ali Bey in Marocco, Tripoli, Cyprus, Egypt, Arabia, Syria and Turkey, between the years 1803 and 1807",,"Travels of Ali Bey in Marocco, Tripoli, Cyprus, Egypt, Arabia, Syria and Turkey, between the years 1803 and 1807",2,,London,,,Longman,,,1816,1816,,,,,,,,,,eng,,,,,,,,,,,,,,,Afrika ; Norden ; Reise ; Naher Osten ; Reise,TravelogueE19 Europa Asien $ TravelogueE19 Orient,,180325-C.2 MAG,ZALT,
AC10145034,AC10145034,990033075130603338,http://data.onb.ac.at/ABO/%2BZ257390101,Z257390101,"Ibn-Baṭṭūṭa, Muḥammad Ibn-ʿAbdallāh ; http://d-nb.info/gnd/118639765",,,"<<The>> travels of Ibn Battuta $ translated from the abridged Arabic manuscript copies, preserved in the Public Library of Cambridge with notes, illustrative of the history, geography, botany, antiquities &c. occuring throughout the work by the Rev. Samuel Lee",,,London,,,Murray,,,1829,1829,"XVIII, 243 S.",,,,,,,,,eng,,,,,,,"Lee, Samuel ; http://d-nb.info/gnd/117614009",,,,,,,,"Forschungsreise ; Ibn-Baṭṭūṭa, Muḥammad Ibn-ʿAbdallāh",,,26750-C MAG,ZKAR,
AC10384929,AC10384929,990035524910603338,,,"Stanhope, Hester Lucy ; http://d-nb.info/gnd/118752707",Travels Of Lady Hester Stanhope; Forming The Completion Of Her Memoirs,,Travels Of Lady Hester Stanhope; Forming The Completion Of Her Memoirs $ In Three Volumes $ Narrated By Her Physician,,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,"Henry Colburn, Publisher","Colburn, Henry ; http://d-nb.info/gnd/103751050X","Shoberl, Frederick Junior",1846,1846,,,,,,,,,,eng,,,,,,,,,,,,,,,"Orient ; Reise ; Stanhope, Hester Lucy ; Reise",,,,,
AC16595344,AC16595344,9958933910903338,http://data.onb.ac.at/ABO/%2BZ177048905,Z177048905,"Stanhope, Hester Lucy ; http://d-nb.info/gnd/118752707",Travels Of Lady Hester Stanhope; Forming The Completion Of Her Memoirs,,Travels Of Lady Hester Stanhope; Forming The Completion Of Her Memoirs $ In Three Volumes $ Narrated By Her Physician,Vol. I.,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,"Henry Colburn, Publisher","Colburn, Henry ; http://d-nb.info/gnd/103751050X","Shoberl, Frederick Junior",1846,1846,"1 ungezähltes Blatt Bildtafel, xix Seiten, 1 ungezählte Seite, 372 Seiten",4 Illustrationen,4,,12°,"Die Illustrationen sind: 1 Lithographie als Frontispiz von Day & Haghe Lith.rs to the Queen, 3 Illustrationen von T. Armstrong","Seite iii Widmung an John Scott, Esq., M D.",,,eng,,,,,,,,,"Armstrong, T.",,"Scott, John",Reisebericht,,,"Orient ; Reise ; Stanhope, Hester Lucy ; Reise",,,36734-B.1 MAG,ZALT,
AC16595373,AC16595373,9958933910803338,http://data.onb.ac.at/ABO/%2BZ177049004,Z177049004,"Stanhope, Hester Lucy ; http://d-nb.info/gnd/118752707",Travels Of Lady Hester Stanhope; Forming The Completion Of Her Memoirs,,Travels Of Lady Hester Stanhope; Forming The Completion Of Her Memoirs $ In Three Volumes $ Narrated By Her Physician,Vol. II.,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,"Henry Colburn, Publisher","Colburn, Henry ; http://d-nb.info/gnd/103751050X","Shoberl, Frederick Junior",1846,1846,"1 ungezähltes Blatt Bildtafel, ix Seiten, 1 ungezählte Seite, 400 Seiten",13 Illustrationen,13,,12°,"Die Illustrationen sind: 1 Lithographie als Frontispiz von Day & Haghe Lith.rs to the Queen, 6 Illustrationen von T. Armstrong, 6 Illustrationen sind von anonymem Illustrator",,,,eng,,,,,,,,,"Armstrong, T.",,"Scott, John",Reisebericht,,,"Orient ; Reise ; Stanhope, Hester Lucy ; Reise",,,36734-B.2 MAG,ZALT,
AC16595449,AC16595449,9958933910703338,http://data.onb.ac.at/ABO/%2BZ177049107,Z177049107,"Stanhope, Hester Lucy ; http://d-nb.info/gnd/118752707",Travels Of Lady Hester Stanhope; Forming The Completion Of Her Memoirs,,Travels Of Lady Hester Stanhope; Forming The Completion Of Her Memoirs $ In Three Volumes $ Narrated By Her Physician,Vol. III.,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,"Henry Colburn, Publisher","Colburn, Henry ; http://d-nb.info/gnd/103751050X","Shoberl, Frederick Junior",1846,1846,"1 ungezähltes Blatt Bildtafel, viii Seiten, 1 ungezählte Seite, 422 Seiten, 2 ungezählte Seiten,",7 Illustrationen,7,,12°,"Die Illustrationen sind: 1 Lithographie als Frontispiz von Day & Haghe Lith.rs to the Queen, 1 Illustrationen von T. Armstrong, 5 Illustrationen sind von anonymem Illustrator",Paginierfehler: Seite iv ist auch als v angegeben.,,,eng,,,,,,,,,"Armstrong, T.",,"Scott, John",Reisebericht,,,"Orient ; Reise ; Stanhope, Hester Lucy ; Reise",,,36734-B.3 MAG,ZALT,
AC10208163,AC10208163,990033720650603338,http://data.onb.ac.at/ABO/%2BZ257380508,Z257380508,"Polo, Marco ; http://d-nb.info/gnd/118595563",,,"<<The>> travels of Marco Polo a Venetian in the thirteenth century $ beeing a description, by that early traveller, of remarcable places and things in the Eastern parts of the world ; with a Map $ Translated from the Italian with notes by William Marsden",,,London,,,Cox and Baylis,,,1818,1818,"LXXX, 781 S.",,,,,,,,,eng,,,,,,,"Marsden, William ; http://d-nb.info/gnd/116792310",,,,,,,,Asien ; Forschungsreise,,,393321-C MAG,ZKAR,
AC10152794,AC10152794,990033154480603338,http://data.onb.ac.at/ABO/%2BZ18392100X,Z18392100X,"Neale, Adam ; http://d-nb.info/gnd/128677872",,,"Travels through some parts of Germany, Poland, Moldavia, and Turkey",,,London,,,Longman,,,1818,1818,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 059",,,,eng,,,,,,,,,,,,,,,Deutschland ; Reise ; Moldau ; Reise ; Polen ; Reise ; Reise ; Türkei,TravelogueE19 Europa Asien $ TravelogueE19 Orient,,180326-C MAG,ZALT,
AC12161216,AC12161216,990046966740603338,http://data.onb.ac.at/ABO/%2BZ204841707,Z204841707,"Webster, James","Travels Through The Crimea, Turkey, And Egypt; Performed During The Years 1825-1828: Including Particulars Of The Last Illness And Death Of The Emperor Alexander, And Of The Russian Conspiracy In 1825. ; By The Late James Webster, Esq. Of The Inner Temple ; In Two Volumes",,"Travels Through The Crimea, Turkey, And Egypt; Performed During The Years 1825-1828: Including Particulars Of The Last Illness And Death Of The Emperor Alexander, And Of The Russian Conspiracy In 1825. ; By The Late James Webster, Esq. Of The Inner Temple ; In Two Volumes",1,,London,,,"Henry Colburn And Richard Bentley, New Burlington Street",,,1830,1830,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 193",,,,eng,,,,,,,,,,,,,,,Ägypten ; Reise ; Krim ; Reise ; Reise ; Türkei,TravelogueE19 Asien Afrika $ TravelogueE19 Orient,,BE.7.G.36.(Vol.1) PRUNK,ZALT,
AC12161223,AC12161223,990046966760603338,http://data.onb.ac.at/ABO/%2BZ20484180X,Z20484180X,"Webster, James","Travels Through The Crimea, Turkey, And Egypt; Performed During The Years 1825-1828: Including Particulars Of The Last Illness And Death Of The Emperor Alexander, And Of The Russian Conspiracy In 1825. ; By The Late James Webster, Esq. Of The Inner Temple ; In Two Volumes",,"Travels Through The Crimea, Turkey, And Egypt; Performed During The Years 1825-1828: Including Particulars Of The Last Illness And Death Of The Emperor Alexander, And Of The Russian Conspiracy In 1825. ; By The Late James Webster, Esq. Of The Inner Temple ; In Two Volumes",2,,London,,,"Henry Colburn And Richard Bentley, New Burlington Street",,,1830,1830,,,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 193",,,,eng,,,,,,,,,,,,,,,Ägypten ; Reise ; Krim ; Reise ; Reise ; Türkei,TravelogueE19 Asien Afrika $ TravelogueE19 Orient,,BE.7.G.36.(Vol.2) PRUNK,ZALT,
AC16596972,AC16596972,9958934411603338,http://data.onb.ac.at/ABO/%2BZ18116810X,Z18116810X,"Frankland, Charles Colville ; http://d-nb.info/gnd/1157501621","Travels To And From Constantinople, In The Years 1827 And 1828:",,"Travels To And From Constantinople, In The Years 1827 And 1828: $ Or Personal Narrative Of A Journey From Vienna, Through Hungary, Transylvania, Wallachia, Bulgaria, And Roumelia, To Constantinople; And From That City To The Capital Of Austria, By The Dardanelles, Tenedos, The Plains Of Troy, Smyrna, Napoli Di Romania, Athens, Egina, Poros, Cyprus, Syria, Alexandria, Malta, Sicily, Italy, Istria, Carniolia, And Styria. : In Two Volumes $ By Capt. Charles Colville Frankland, Royal Navy",Vol. I.,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,Henry Colburn,,"Bentley, Samuel ; http://d-nb.info/gnd/1037510550 $ Bentley, Richard ; http://d-nb.info/gnd/116123516",1829,1829,"6 Seiten, Seite vii-xiv, 373 Seiten, 1 ungezählte Seite, 21 ungezählte Blätter Bildtafel, 1 ungezähltes Blatt Karte, 2 gefaltete Blätter Bildtafel","28 illustrationen, 2 Karten",28,2,8°,"Die Illustrationen sind: 1 Frontispiz, 27 Illustrationen. Einige davon sind von Capt. Frankland gezeichnet und von J. Clark graviert worden; andere sind von T. Bagg illustriert und der Rest ist von anonymem Illustrator. Die Bildtafeln sind bei H. Colburn London 1829 veröffentlicht worden.","Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 174",Aus Schmutztitel: der alternative Titel,"Widmung auf den Seiten 5-6 an den Onkel Lord Colville of Culross, rear-admiral",eng,,,,,,,,,"Clark, J. $ Bagg, T.",,"Colville, John ; http://d-nb.info/gnd/1085644251",Reisebericht,,,Istanbul ; Reise,TravelogueE19 Asien,,45.J.18.(Vol.1) PRUNK,ZALT,
AC16597054,AC16597054,9958934411403338,http://data.onb.ac.at/ABO/%2BZ181168202,Z181168202,"Frankland, Charles Colville ; http://d-nb.info/gnd/1157501621","Travels To And From Constantinople, In The Years 1827 And 1828:",,"Travels To And From Constantinople, In The Years 1827 And 1828: $ Or Personal Narrative Of A Journey From Vienna, Through Hungary, Transylvania, Wallachia, Bulgaria, And Roumelia, To Constantinople; And From That City To The Capital Of Austria, By The Dardanelles, Tenedos, The Plains Of Troy, Smyrna, Napoli Di Romania, Athens, Egina, Poros, Cyprus, Syria, Alexandria, Malta, Sicily, Italy, Istria, Carniolia, And Styria. : In Two Volumes $ By Capt. Charles Colville Frankland, Royal Navy",Vol. II.,,London,London ; http://d-nb.info/gnd/4074335-4,London ; http://d-nb.info/gnd/4074335-4,Henry Colburn,,"Bentley, Samuel ; http://d-nb.info/gnd/1037510550 $ Bentley, Richard ; http://d-nb.info/gnd/116123516",1829,1829,"vii Seiten, 310 Seiten, 1 ungezähltes Blatt, 5 ungezählte Blätter Bildtafel, 1 ungezähltes Blatt Karte","6 illustrationen, 1 Karte",6,1,8°,Die Illustrationen sind: 1 Frontispiz und 5 Illustrationen. Einige davon sind von Capt. Frankland gezeichnet und von J. Clark graviert worden; andere sind  von anonymem Illustrator. 1 Karte von Sid.y Hall. Die Bildtafeln und die Karte sind bei H. Colburn London 1829 veröffentlicht worden.,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 174",,,eng,,,,,,,,,"Clark, J.",,,Reisebericht,,,Istanbul ; Reise,TravelogueE19 Asien,,45.J.18.(Vol.2) PRUNK,ZALT,
AC16597815,AC16597815,9958934707103338,http://data.onb.ac.at/ABO/%2BZ172164009,Z172164009,"Bruce, James ; http://d-nb.info/gnd/117636258","Travels To Discover The Source Of The Nile, In the Years 1768, 1769, 1770, 1771, 1772, and 1773",,"Travels To Discover The Source Of The Nile, In the Years 1768, 1769, 1770, 1771, 1772, and 1773 $ In Five Volumes $ By James Bruce Of Kinnaird, Esq. F.R.S.",Vol. I.,,London,London ; http://d-nb.info/gnd/4074335-4,,G.G.J. And J. Robinson,,,M.DCC.XC.,1790,,,,,31 cm,,,,,eng,,,,,,,,,,,,Reisebericht,,,Forschungsreise ; Nil ; Quelle,,,51.E.3.(Vol.1) PRUNK,ZALT,
AC16597817,AC16597817,9958934707003338,http://data.onb.ac.at/ABO/%2BZ172164101,Z172164101,"Bruce, James ; http://d-nb.info/gnd/117636258","Travels To Discover The Source Of The Nile, In the Years 1768, 1769, 1770, 1771, 1772, and 1773",,"Travels To Discover The Source Of The Nile, In the Years 1768, 1769, 1770, 1771, 1772, and 1773 $ In Five Volumes $ By James Bruce Of Kinnaird, Esq. F.R.S.",Vol. II.,,London,London ; http://d-nb.info/gnd/4074335-4,,G.G.J. And J. Robinson,,,M.DCC.XC.,1790,,,,,31 cm,,,,,eng,,,,,,,,,,,,Reisebericht,,,Forschungsreise ; Nil ; Quelle,,,51.E.3.(Vol.2) PRUNK,ZALT,
AC16597821,AC16597821,9958934706903338,http://data.onb.ac.at/ABO/%2BZ172164204,Z172164204,"Bruce, James ; http://d-nb.info/gnd/117636258","Travels To Discover The Source Of The Nile, In the Years 1768, 1769, 1770, 1771, 1772, and 1773",,"Travels To Discover The Source Of The Nile, In the Years 1768, 1769, 1770, 1771, 1772, and 1773 $ In Five Volumes $ By James Bruce Of Kinnaird, Esq. F.R.S.",Vol. III.,,London,London ; http://d-nb.info/gnd/4074335-4,,G.G.J. And J. Robinson,,,M.DCC.XC.,1790,,,,,31 cm,,,,,eng,,,,,,,,,,,,Reisebericht,,,Forschungsreise ; Nil ; Quelle,,,51.E.3.(Vol.3) PRUNK,ZALT,
